Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Starbucks,6974 Financial Dr Mississauga ON L5N 8J4,Restaurant,2020-03-13,
Starbucks Coffee,116-90 Great Lakes Dr Brampton ON L6R 2K7,Restaurant,2020-10-08,
Starbucks Coffee,189 Rathburn Rd W Mississauga ON L5B 4C1,Restaurant,2021-01-28,
Starbucks Coffee,5025 Glen Erin Dr Mississauga ON L5M 0R7,Restaurant,2019-11-15,
Starbucks Coffee,242 Queen St S Mississauga ON L5M 1L5,Restaurant,2019-11-29,
Starbucks Coffee,3235 Dundas St W Mississauga ON L5L 3V7,Restaurant,2019-05-23,
Starbucks Coffee,12550 Hwy 50 Caledon ON L7E 1M7,Restaurant,2019-09-20,
Starbucks Coffee,A 407-3030 Thomas St Mississauga ON L5M 0R4,Restaurant,2019-10-17,
Starbucks Coffee,C3-1-1560 Dundas St E Mississauga ON L4X 1L4,Restaurant,2019-12-11,
Starbucks Coffee,3050 Vega Blvd Mississauga ON L5L 4A7,Restaurant,2019-08-02,
Starbucks Coffee,1-6020 Hurontario St Mississauga ON L5R 4B3,Restaurant,2019-09-13,
Starbucks Coffee # 23283,1016 Eglinton Ave Mississauga ON L4W 1K3,Restaurant,2019-02-21,
Starbucks Coffee # 4657,5067 Dixie Rd Mississauga ON L4W 2S6,Restaurant,2020-01-13,
Starbucks Coffee #20593,1-5029 Hurontario St Mississauga ON L4Z 3X3,Restaurant,2020-01-09,
Starbucks Coffee #51922,N008-5100 Erin Mills Pkwy Mississauga ON,Restaurant,2019-11-05,
Starbucks Gate - B39 Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-14,
Stavro's,11 Pearl St Mississauga ON L5M 1X1,Restaurant,2019-08-22,
Staybridge Suites Hotel - Restaurant,6791 Hurontario St Mississauga ON L5T 2W1,Restaurant,2020-01-31,
Steamul Sauna - Restaurant,13 & 14-1310 Dundas St E Mississauga ON L4Y 2C1,Restaurant,2019-12-06,
Steel Bar & Grill Inc.,3-26 Bramsteele Rd Brampton ON L6W 3J9,Restaurant,2019-12-23,
Stratengers,212 Queen St S Caledon ON L7E 4T7,Restaurant,2020-01-07,
Streetsville Bowl 2,9-128 Queen St S Mississauga ON L5M 1K8,Restaurant,2019-06-07,
Streetsville Glen Golf Club,1876 Hallstone Rd Brampton ON L6V 3N2,Restaurant,2019-11-01,
Strikers Pool and Bar,27-20 Maritime Ontario Blvd Brampton ON L6S 0E7,Restaurant,2019-11-20,
Student Biryani,B101-15 Montpelier St Brampton ON,Restaurant,2021-01-15,
Student Biryani,13-14-1010 Dream Crest Rd Mississauga ON L5V 3A4,Restaurant,2020-03-03,
Studio 89,104-1065 Canadian Pl Mississauga ON L4W 0B8,Restaurant,2019-05-29,
Su&Bu,2-824-100 City Centre Dr Mississauga ON L5B 2G6,Restaurant,2019-10-07,
Subway,5-15980 Airport Rd Caledon ON L7C 1E8,Restaurant,2020-02-12,
Subway,6-2555 Erin Centre Blvd Mssissauga ON L5M 5H1,Restaurant,2020-03-03,
Subway,2-8005 Financial Dr Brampton ON L5Y 6A1,Restaurant,2020-03-04,
Subway,B-9005 Torbram Rd Brampton ON L6S 3L2,Restaurant,2020-02-28,
Subway,A2-5985 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2020-02-05,
Subway,6-345 Queen St W Brampton ON L6Y 3A9,Restaurant,2020-02-19,
Subway,2-252 Lakeshore Rd W Mississauga ON L5G 1G6,Restaurant,2019-09-20,
Subway,3-2136 Burnhamthorpe Rd W Mississauga ON L5L 5Z5,Restaurant,2020-01-24,
Subway,2-10960 Airport Rd Brampton ON L6R 0E1,Restaurant,2020-02-05,
Subway,B03-1475 Aerowood Dr Mississauga ON L4W 1C2,Restaurant,2019-10-04,
Subway,9-1525 Bristol Rd W Mississauga ON L5M 4Z1,Restaurant,2020-01-21,
Subway,6465 Millcreek Dr Mississauga ON L5N 5R3,Restaurant,2020-03-10,
Subway,11B-1100 Burnhamthorpe Rd W Mississauga ON L5C 4G4,Restaurant,2020-01-06,
Subway,9-4141 Dixie Rd Mississauga ON L4W 1V5,Restaurant,2020-01-29,
Subway,39-1151 Dundas St W Mississauga ON L5C 1C6,Restaurant,2020-01-10,
Subway,50-325 Central Pky W Mississauga ON L5B 3X9,Restaurant,2019-08-26,
Subway,6-11825 Bramalea Rd Brampton ON L6R 3S9,Restaurant,2019-07-12,
Subway,M3-3041 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2019-11-06,
Subway,350 Queen St S Caledon ON L7E 4Z8,Restaurant,2020-01-17,
Subway,8-205 Van Kirk Dr Brampton ON L7A 3V4,Restaurant,2020-02-07,
Subway,118-2260 Bovaird Dr E Brampton ON L6R 1W7,Restaurant,2019-10-21,
Subway,5A-5019 Spectrum Way Mississauga ON,Restaurant,2019-10-08,
Subway,8-720 Bristol Rd. W Mississauga ON L5R 4A5,Restaurant,2021-01-29,
Subway,7-11670 Hurontario St Brampton ON L7A 1E6,Restaurant,2020-03-04,
Subway,2A-5636 Glen Erin Dr Mississauga ON L5M 6B1,Restaurant,2019-12-10,
Subway,3-40 Bristol Rd E Mississauga ON L4Z 3K8,Restaurant,2020-01-24,
Subway,1-35 Brunel Rd Mississauga ON L4Z 3E8,Restaurant,2019-10-30,
Subway,A7-3918 Cottrelle Blvd Brampton ON L6P 2R1,Restaurant,2020-02-07,
Subway,113-5602 Tenth Line W Mississauga ON L5M 7L9,Restaurant,2019-12-10,
Subway,C3-543 Steeles Ave Brampton ON L6Y 4S2,Restaurant,2020-01-22,
Subway,B3-7070 McLaughlin Rd Mississauga ON L5W 1W7,Restaurant,2019-11-22,
Subway,G7-3024 Hurontario St Mississauga ON L5B 4M4,Restaurant,2020-03-03,
Subway,B2-3-8970 Chinguacousy Rd Brampton ON L6Y 5X6,Restaurant,2020-02-10,
Subway,C-25 Main St N Brampton ON L6X 1M8,Restaurant,2021-02-02,
Subway,1-7025 Tomken Rd Mississauga ON L5S 1R6,Restaurant,2020-03-04,
Subway,P1-495 Main St S Brampton ON L6Y 1N7,Restaurant,2020-01-20,
Subway,102-7700 Hurontario St S Brampton ON L6Y 4M3,Restaurant,2019-11-21,
Subway,1-132-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-14,
Subway,15-2084 Steeles Ave Brampton ON L6T 5A6,Restaurant,2019-08-21,
Subway,100 Peel Centre Dr Brampton ON L6T 4G8,Restaurant,2019-08-28,
Subway,1-2855 Derry Rd E Mississauga ON L4T 1A6,Restaurant,2020-02-07,
Subway,A1-6970 Lisgar Dr Mississauga ON L5N 8C8,Restaurant,2019-12-05,
Subway,10-3045 Clayhill Rd Mississauga ON L5B 4L2,Restaurant,2020-01-24,
Subway,377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Restaurant,2019-10-03,
Subway,2-2325 Matheson Blvd E Mississauga ON L4W 5B3,Restaurant,2019-11-08,
Subway,2B-9995 McVean Dr Brampton ON L6P 4K8,Restaurant,2020-01-28,
Subway,1A-2458 Dundas St W Mississauga ON L5K 1R8,Restaurant,2019-10-16,
Subway,3-20 Kingsbridge Garden Cir Mississauga ON L5R 3K7,Restaurant,2020-02-13,
Subway,2-90 Courtneypark Dr E Mississauga ON L5T 2Y3,Restaurant,2020-09-14,
Subway,9-1125 Dundas St E Mississauga ON L4Y 2C3,Restaurant,2020-02-04,
Subway,5-1510 Dundas St E Mississauga ON L4X 1L4,Restaurant,2019-10-30,
Subway,103-6465 Airport Rd Mississauga ON L4V 1E4,Restaurant,2020-02-28,
Subway,29-17 Worthington Ave Brampton ON L7A 2Y7,Restaurant,2019-12-03,
Subway,180 Sandalwood Pky E Brampton ON L6Z 1Y4,Restaurant,2020-01-10,
SUBWAY,E 105-6065 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2019-07-16,
Subway,117-10 Gillingham Dr Brampton ON L6X 5A5,Restaurant,2020-01-09,
Subway,9B-6750 Winston Churchill Blvd Mississauga ON L5N 4C4,Restaurant,2019-12-05,
Subway,Unit 8-1585 Mississauga Valley Mississauga ON L5A 3W9,Restaurant,2019-10-11,
Subway,B - 31-7215 Goreway Dr Mississauga ON L4T 0B4,Restaurant,2020-01-23,
Subway,1-115 Queen St S Mississauga ON L5M 1K7,Restaurant,2020-11-16,
Subway,5555 Kennedy Rd Mississauga ON L4Z 3E1,Restaurant,2020-02-28,
Subway,4-5835 Dixie Rd Mississauga ON L4W 1E8,Restaurant,2020-02-04,
Subway,4-5-1375 Southdown Rd Mississauga ON L5J 2Z1,Restaurant,2020-02-28,
Subway,645 Lakeshore Rd E Mississauga ON L5G 1J5,Restaurant,2020-01-07,
Subway,104-6200 Dixie Rd Mississauga ON L5T 1A6,Restaurant,2020-02-26,
Subway - Terminal 3 (Arrivals),BT3 L1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-11,
Subway Sandwiches & Salads,2-7125 Goreway Dr Mississauga ON L4T 4H3,Restaurant,2020-01-28,
Subway Sandwiches & Salads,8-4870 Tomken Rd Mississauga ON L4W 1J8,Restaurant,2019-10-30,
Subway-Terminal 3 Domestic,6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-10-30,
Subzi Mandi Cash & Carry - Restaurant/Food take-out,18-21-1525 Bristol Rd W Mississauga ON L5M 4Z1,Restaurant,2020-02-26,
Sugar Daddy's Nightclub,9-5165 Dixie Rd Mississauga ON L4W 4J1,Restaurant,2019-12-06,
Sugar Marmalade,2A-780 Burnhamthorpe Rd W Mississauga ON L5C 3X3,Restaurant,2019-12-11,
Sultan Express,5-1100 Dundas St W Mississauga ON L5C 4E7,Restaurant,2020-03-11,
Summit Garden,108-3015 Winston Churchill Blvd Mississauga ON L5L 2V8,Restaurant,2020-02-24,
Sunlight Chinese Food,63 Kennedy Rd N Brampton ON L6V 1X6,Restaurant,2020-01-14,
Sunny Morning,2-8235 Financial Dr Brampton ON L6Y 0B4,Restaurant,2020-08-25,
Sunnyside Grill,10-1375 Southdown Rd Mississauga ON L5J 2Z1,Restaurant,2020-02-20,
Sunrise Caribbean Restaurant,2-2880 Queen St E Brampton ON L6S 6E8,Restaurant,2019-10-24,
Sunrise Caribbean Restaurant,80 Resolution Dr Brampton ON L6W 0A7,Restaurant,2020-12-03,
Sunrise Caribbean Restaurant,8-332 Main St N Brampton ON L6V 4A3,Restaurant,2020-01-22,
Sunrise Caribbean Restaurant,A01B-180 Sandalwood Pky E Brampton ON L6Z 1Y4,Restaurant,2020-12-11,
Sunrise Caribbean Restaurant,5-8970 Chinguacousy Rd Brampton ON L6Y 5X6,Restaurant,2020-02-10,
Sunrise Caribbean Restaurant,8A-4559 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-03-10,
Sunrise Caribbean Restaurant,3-269 Queen St East Brampton ON L6W 2C2,Restaurant,2019-12-24,
Sunset Grill,104-60 Resolution Dr Brampton ON L6W 0A7,Restaurant,2020-02-05,
Sunset Grill,8885 George Bolton Parkway Bolton ON L7E 4K2,Restaurant,2020-09-15,
Sunset Grill,111-507 Lakeshore Rd E Mississauga ON L5G 1H9,Restaurant,2020-01-23,
Sunset Grill,102 Lakeshore Rd W Mississauga ON L5H 1E8,Restaurant,2020-03-09,
Sunset Grill,13-10025 Hurontario St Brampton ON L6Z 0E6,Restaurant,2019-09-20,
Sunset Grill,B3-5089 Dixie Rd Mississauga ON L4W 0E6,Restaurant,2019-11-15,
Sunset Grill,102-41 George St S Brampton ON L6Y 1P3,Restaurant,2020-02-18,
Sunset Grill,C1-C2-2901 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,2020-01-16,
Sunset Grill,1-9525 Mississauga Rd Brampton ON L6X 0Z8,Restaurant,2019-12-04,
Sunset Grill,3-2969 Bovaird Dr E Brampton ON L6S 0C6,Restaurant,2019-12-05,
Sunset Grill,2-7030 Saint Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2019-11-01,
Sunset Grill,1-1510 Dundas St E Mississauga ON L4X 1L4,Restaurant,2020-10-16,
Sunset Grill,3-3021 Argentia Rd Mississauga ON L5N 8P7,Restaurant,2020-03-03,
Sushi Date,M5-18 King St E Caledon ON L7E 1E8,Restaurant,2020-01-20,
Sushi For You,180 A-6465 Millcreek Dr Mississauga ON L5N 5R3,Restaurant,2020-10-28,
Sushi Hama,12566 Hwy 50 Caledon ON L7E 1M7,Restaurant,2020-01-17,
Sushi House,4-135 Main St N Brampton ON L6X 1M9,Restaurant,2019-11-20,
Sushi in Sushi,5-2310 Battleford Rd Mississauga ON L5N 3K6,Restaurant,2020-02-04,
Sushi King,941-Lakeshore Rd E Mississauga ON L5B 1E3,Restaurant,2020-01-17,
Sushi Omigoto,E1-888 Dundas St E Mississauga ON L4Y 1G6,Restaurant,2019-11-05,
SushiJun Express,19-1415 Bonhill Rd Mississauga ON L5T 1L3,Restaurant,2019-12-23,
Swagat Banquet Hall,"3,4-6991 Millcreek Dr Mississauga ON L5N 6B9",Restaurant,2020-01-09,
Swagruhas,101-102-2970 Drew Rd Mississauga ON L4T 0A1,Restaurant,2019-09-05,
Sweet & Low Restaurant and Catering,1-30 Intermodal Dr Brampton ON L6T 5V9,Restaurant,2019-12-02,
Sweet India Restaurant,7126 Airport Rd Mississauga ON L4T 2H1,Restaurant,2020-10-14,
Sweet Palace Restaurant,15-1098 Peter Robertson Blvd Brampton ON L6R 3A5,Restaurant,2020-03-11,
Sweet Rosie's Cafe,110-6711 Mississauga Rd Mississauga ON L5N 2W3,Restaurant,2020-03-11,
Swiss Chalet,10 McEwan Dr E Caledon ON L7E 2Y3,Restaurant,2019-08-08,
Swiss Chalet - Terminal 1,BT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2020-02-13,
Swiss Chalet Express / Harvey's,3-252 Lakeshore Rd W Mississauga ON L5G 1G6,Restaurant,2019-11-01,
Swiss Chalet Rotisserie & Grill,2975 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,2020-01-20,
Swiss Chalet Rotisserie & Grill,9950 Airport Rd Brampton ON L6S 0C5,Restaurant,2019-12-11,
Swiss Chalet Rotisserie & Grill,370 Bovaird Dr E Brampton ON L6Z 2S8,Restaurant,2020-01-16,
Swiss Chalet Rotisserie & Grill,2155 Leanne Blvd Mississauga ON L5K 2K8,Restaurant,2020-02-26,
Swiss Chalet Rotisserie & Grill,5980 McLaughlin Rd Mississauga ON L5R 1B8,Restaurant,2019-08-29,
Swiss Chalet Rotisserie & Grill,C1-4555 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2019-09-23,
Swiss Chalet Rotisserie & Grill,2 County Court Blvd Brampton ON L6W 3W8,Restaurant,2019-11-29,
Swiss Chalet Rotisserie & Grill,150 West Dr Brampton ON L6T 5P1,Restaurant,2019-10-16,
Swiss Chalet Rotisserie & Grill,6430 Erin Mills Pky Mississauga ON L5N 3P3,Restaurant,2020-03-04,
Swiss Chalet Rotisserie & Grill,6970 Financial Dr Mississauga ON L5N 8J4,Restaurant,2019-11-28,
Swiss Chalet Rotisserie & Grill/Harvey's,B19-10900 Hurontario St Brampton ON L7A 3R9,Restaurant,2020-11-11,
Swiss Chalet Rotisserie and Grill,1455 Dundas St E Mississauga ON L4X 1L3,Restaurant,2020-01-16,
Symposion Restaurant,9-10-148 Queen St E Brampton ON L6V 1B2,Restaurant,2020-01-22,
Symposium Cafe,2-192 McEwan Dr E Caledon ON L7E 4E5,Restaurant,2020-07-14,
"Symposium Cafe, The",14-15-3055 Dundas St W Mississauga ON L5L 3R8,Restaurant,2020-02-04,
Szechuan Cuisine II,380 Lakeshore Rd E Mississauga ON L5G 1H5,Restaurant,2020-02-27,
Szechuan Noodle Bowl,101-400 Dundas St E Mississauga ON L5A 1X5,Restaurant,2020-02-11,
T&T Restaurant,8-83 Kennedy Rd S Brampton ON L6W 3P3,Restaurant,2019-10-16,
Ta'am Cuisine,17-1107 Lorne Park Rd Mississauga ON L5H 3A1,Restaurant,2020-02-19,
Taco Bell,A-985 Eglinton Ave E Mississauga ON L4W 4H3,Restaurant,2020-10-27,
Taco Bell,1-139-100 City Centre Dr Mississauga ON L5B 2C9,Restaurant,2019-11-26,
Takumi Japanese BBQ & Ramen,12-14-1170 Burnhamthorpe Rd W Mississauga ON L5C 4E6,Restaurant,,
Tandoori Flame,8150 Dixie Rd Brampton ON L6T 5N9,Restaurant,2020-08-24,
Tandoori Flame,5975 Mavis Rd Mississauga ON L5R 3T7,Restaurant,2019-12-04,
Tandoori Haveli,1315 Steeles Ave Brampton ON L6T 4N9,Restaurant,2020-03-04,
Tandoori Masala Authentic Indian & Asian Delicacies,25-470 Chrysler Dr Brampton ON L6S 0C1,Restaurant,2019-11-07,
Tandoori Style,30 Melanie Dr Brampton ON L6T 4L4,Restaurant,2019-12-06,
Tap & Pour - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2019-11-12,
Tarboosh Restaurant,105-3050 Confederation Pky Mississauga ON L5B 3Z6,Restaurant,2019-11-05,
Taste of Punjab Sweets and Restaurant,11-8 Strathearn Ave Brampton ON L6T 4L9,Restaurant,2019-08-27,
Tasty Cafe & Restaurant,103-989 Derry Rd E Mississauga ON L5T 2J8,Restaurant,2020-01-28,
Tasty Hunan Cuisine Pa Pa Spicy,3-5-2555 Erin Centre Blvd Mississauga ON L5M 5H1,Restaurant,2020-03-02,
Tasty Kitchen,12-1177 Central Pky W Mississauga ON L5C 4P3,Restaurant,2019-12-02,
Taza Xpress,12-6660 Kennedy Rd Mississauga ON L5T 2M9,Restaurant,2020-02-14,
Taza Xpress,23-2120 North Park Dr Brampton ON L6S 0C9,Restaurant,2019-12-23,
Taza Xpress,D113-1900 Fowler Dr Mississauga ON L5K 0A1,Restaurant,2020-11-10,
Taza Xpress,D3-2911 Eglinton Ave W Mississauga ON L5M 6J3,Restaurant,2019-10-16,
Taza Xpress,4553 Hurontario St Mississauga ON L4Z 3L9,Restaurant,2020-01-10,
Tazah Taste,10B-7955 Torbram Rd Brampton ON L6T 5B9,Restaurant,2019-10-18,
Tche Tche Coffee,19 A-5004 Timberlea Blvd Mississauga ON L4W 5C5,Restaurant,2019-11-22,
"Tea Room, The",3-223 Queen St S Mississauga ON L5M 1L6,Restaurant,2020-03-13,
Team Cafe,777 Bancroft Dr Mississauga ON L4V 2Y4,Restaurant,2019-10-16,
Teriyaki Experience,2A-5019 Spectrum Way Mississauga ON L4W 5A1,Restaurant,2019-11-08,
Terrace on the Green,8672 Mississauga Rd Brampton ON L6V 3N2,Restaurant,2020-01-16,
Terrazzo Restaurant Bar & Grill,5 Derry Rd E Mississauga ON L5T 2H8,Restaurant,2019-11-15,
Texas Longhorn,13-1077 North Service Rd Mississauga ON L4Y 1E1,Restaurant,2020-09-30,
Thai Cuisine Experts,2-3960 Grand Park Dr Mississauga ON L5B 4M6,Restaurant,2020-01-27,
Thai Cuisine Experts,103B-2155 Leanne Blvd Mississauga ON L5K 2K8,Restaurant,2019-11-04,
Thai Express,C6.3-1510 Dundas St E Mississauga ON L4X 1L4,Restaurant,2020-03-04,
Thai Express,J2-6590 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Restaurant,2020-03-03,
Thai Express,101A-80 Resolution Dr Brampton ON L6W 0A7,Restaurant,2019-11-20,
Thai Express,24-10048 McLaughlin Rd N Brampton ON L7A 2X6,Restaurant,2020-09-29,
Thai Express,25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-11-07,
Thai Express,D7-5083 Dixie Rd Mississauga ON L4W 0E6,Restaurant,2019-10-17,
Thai Express,7965 Mississauga Rd Brampton ON L6Y 0B9,Restaurant,2019-09-23,
Thai Express/Villa Madina,H10-11-6956 Financial Dr Mississauga ON L5N 8J4,Restaurant,2019-11-28,
Thai House Cuisine 2,261 Lakeshore Rd E Mississauga ON L5G 1G8,Restaurant,2020-01-16,
Thai Pepper Restaurant,14-2 Fisherman Dr Brampton ON L7A 1B5,Restaurant,2019-12-12,
Thai Signature,203 Lakeshore Rd E Mississauga ON L5G 1G2,Restaurant,2019-12-13,
That Italian Place,31-470 Chrysler Dr Brampton ON L6S 0C1,Restaurant,2019-09-18,
The Adda,1-26 Melanie Dr Brampton ON,Restaurant,2020-01-31,
The Backburner,104-1450 Meyerside Dr Mississauga ON L5T 2N5,Restaurant,2020-02-26,
The Boil Plus,1-815 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2020-02-10,
The Brick - Compass Group,6765 Kennedy Rd Mississauga ON L5T 0A2,Restaurant,2019-11-13,
The Bristol Bar and Grill,13-15-512 Bristol Rd W Mississauga ON L5R 3Z1,Restaurant,2019-11-12,
The Brogue,136 Lakeshore Rd E Mississauga ON L5G 1E6,Restaurant,2019-12-05,
The Bull Pub & Grill,25-29-2800 Skymark Ave Mississauga ON L4W 5A6,Restaurant,2020-03-02,
The Burger Bros,1059 Dundas Street West Mississauga Ontario L5C 1C3,Restaurant,2020-11-09,
The Burger's Priest,A-129 Lakeshore Rd E Mississauga ON L5G 1E3,Restaurant,2020-03-03,
The Burger's Priest,1A-5027 Hurontario St Mississauga ON L4Z 3X6,Restaurant,2019-09-09,
The Chopped Leaf,7-800 Boyer Blvd Mississauga ON L5V 2Y1,Restaurant,2019-10-21,
The Clarkson Pump,1-1744 Lakeshore Rd W Mississauga ON L5J 1J5,Restaurant,2020-02-06,
The Crooked Cue,75 Lakeshore Rd E Mississauga ON L5C 1C9,Restaurant,2019-11-12,
The Crown and Lion English Pub,6A-7985 Financial Dr Brampton ON L6Y 0J8,Restaurant,2019-10-31,
The Daly Grind Cafe & Co-Working Space,1-1680 Lakeshore Rd. W Mississauga ON L5J 1J5,Restaurant,2020-04-15,
The Drake and Firkin,B101-6982 6982 Financial Dr Mississauga ON L5N 8J4,Restaurant,2020-10-14,
The Erin Mills Pump & Patio,13-1900 Dundas St W Mississauga ON L5K 1P9,Restaurant,2019-12-09,
The Famous Owl of Minerva,23A-23B-1177 Central Pky W Mississauga ON L5C 4E9,Restaurant,2019-10-21,
The Flame Shawarma & Grill,2515 Derry Rd E Mississauga ON L4T 1A1,Restaurant,2020-10-29,
The Flavours,8-6435 Dixie Rd Mississauga ON L5T 1X4,Restaurant,2020-11-04,
The Flavours (Seasonal),70 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-04-16,
The Four Points by Sheraton - Ta'Za Grill & Bar,2501 Argentia Rd Mississauga ON L5N 4G8,Restaurant,2020-01-06,
The Friendly Grill Restaurant & Deli,3A-1020 Meyerside Dr Mississauga ON L5T 1K7,Restaurant,2019-12-02,
The Fry,6-1133 Dundas St E Mississauga ON L4Y 2C3,Restaurant,2019-11-04,
The Govnor's Pub,5-10 Bramhurst Ave Brampton ON L6T 5H1,Restaurant,2021-01-27,
The Grand Taj Banquet & Convention Centre,20-6915 Dixie Rd Mississauga ON L5T 2G2,Restaurant,2020-03-05,
The Great Wok of China,3-377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Restaurant,2021-01-04,
The Green Goose Pub & Grill,8-5165 Dixie Rd Mississauga ON L4W 4J1,Restaurant,2020-03-05,
The Hakka Club,3-7030 St Barbara Blvd Mississauga ON L5W 0E6,Restaurant,2020-12-07,
The Halal Guys,6-6045 Mavis Rd Mississauga ON L5R 4G6,Restaurant,2019-10-08,
The Indian Sweet House and Restaurant,17-545 Steeles Ave W Brampton ON L6Y 4E7,Restaurant,2019-11-08,
The Jack Rollers,11-263 Queen St E Brampton ON,Restaurant,2019-07-05,
The Kebab Bistro,16A-6085 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2020-09-02,
The Keg Steakhouse & Bar,107-55 City Centre Dr Mississauga ON L5B 1M3,Restaurant,,
The Keystone Pub,8-2760 Derry Rd W Mississauga ON L5N 3N5,Restaurant,2019-10-08,
The Kitchen At Mono Mills,19834 Airport Rd Caledon ON L7K 0A1,Restaurant,2020-12-30,
The Mission Eatery,100-5915 Airport Rd Mississauga ON L4V 1C9,Restaurant,2020-02-13,
The Nilgiris,22-23-4525 Ebenezer Rd Brampton ON L6P 2K8,Restaurant,2019-09-05,
The Old Stable,3-114 Lakeshore Rd W Mississauga ON L5H 1E8,Restaurant,2019-11-08,
The Pickle Barrel,510-25 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-09-26,
The Port House Social Bar & Kitchen,139 Lakeshore Rd E Mississauga ON L5G 1E5,Restaurant,2019-11-20,
The Shawarma Corner,2-256 Queen St S Bolton ON L7E 4T7,Restaurant,2020-02-24,
The Shawarma Zone,3-322 Main St. N Brampton ON L6V1P8,Restaurant,2020-02-25,
The Shawerma Bowl,3-5130 Dixie Rd Mississauga ON,Restaurant,2020-03-10,
The Spot Bar and Lounge,1-9980 Airport Rd Brampton ON L6S 0C5,Restaurant,2019-12-12,
The Studio Paint Bar,C-80 Port St E Mississauga ON L5G 4V6,Restaurant,2019-07-29,
The Terra Cotta Inn,175 King St Caledon ON L7C 1N6,Restaurant,2019-12-19,
The Valley Bar and Grill,10-12-680 Silver Creek Blvd Mississauga ON L5A 3Z1,Restaurant,2020-02-25,
The Village Deli and Pasta Shoppe,104-8 Nelson St W Brampton ON L6X 4J2,Restaurant,2019-11-15,
The Vineyard Restaurant,8-3918 Cottrelle Blvd Brampton ON L6P 2R1,Restaurant,2020-02-07,
The Vintage Punjab,103-15 Gateway Blvd Brampton ON L6T 0H4,Restaurant,2020-03-11,
The Wave Bar and Lounge,100-285 Enfield Pl Mississauga ON L5B 3Y6,Restaurant,2019-11-12,
The Works Gourmet Burger Bistro,104 Lakeshore Rd E Mississauga ON L5G 1E3,Restaurant,2020-12-31,
The Works Gourmet Burger Bistro,8 Queen St E Brampton ON L6V 1A2,Restaurant,2019-11-19,
Thinusha Take-Out & Catering,4 & 5-107 Kennedy Rd S Brampton ON L6W 3G3,Restaurant,2020-03-10,
Thyme Ristorante,347 Lakeshore Rd E Mississauga ON L5G 1H6,Restaurant,2020-10-21,
Tim Horton Donuts,18372 Hurontario St Caledon ON L7K 0Y4,Restaurant,2020-03-05,
Tim Hortons,2215 Erin Mills Pky Mississauga ON L5K 1T9,Restaurant,2020-02-12,
Tim Hortons,10041 McLaughlin Rd Brampton ON L7A 2X5,Restaurant,2019-10-16,
Tim Hortons,2655 Eglinton Ave W Mississauga ON L5M 7E1,Restaurant,2019-10-17,
Tim Hortons,6075 Creditview Rd Mississauga ON L5V 2A8,Restaurant,2020-02-19,
Tim Hortons,475 Courtneypark Dr E Mississauga ON L5T 2R1,Restaurant,2019-09-20,
Tim Hortons,4985 Ebenezer Rd Brampton ON L6P 2W6,Restaurant,2019-12-24,
Tim Hortons,1375 Southdown Rd Mississauga ON L5J 2Y9,Restaurant,2020-02-20,
Tim Hortons,2-8720 The Gore Rd Brampton ON L6P 0B1,Restaurant,2020-03-12,
Tim Hortons,21-1170 Burnhamthorpe Rd W Mississauga ON L5C 4E6,Restaurant,2019-12-04,
Tim Hortons,35 Peel Centre Dr Brampton ON L6T 3R5,Restaurant,2019-09-26,
Tim Hortons,3110 Argentia Rd Mississauga ON L5N 0B1,Restaurant,2019-12-17,
Tim Hortons,1250 South Service Rd Mississauga ON L5E 1V4,Restaurant,2019-10-25,
Tim Hortons,11947 Hurontario St Brampton ON L6Z 4P7,Restaurant,2020-03-09,
Tim Hortons,3411 Mavis Rd Mississauga ON L5C 1T7,Restaurant,2019-08-09,
Tim Hortons,5998 Mayfield Rd Caledon ON L7C 0Z6,Restaurant,2019-12-18,
Tim Hortons,102-151 City Centre Dr Mississauga ON L5B 1M7,Restaurant,2020-02-14,
Tim Hortons,330 Main St N Brampton ON L6V 1P6,Restaurant,2019-11-28,
