name,address,city,postal_code,latitude,longitude,stars,is_open,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,OutdoorSeating,categories,business_id
PICEA997,997 Dupont Street,Toronto,M6H 1Z5,43.6698988,-79.4315486,3,0,2,True,False,False,"Italian, Nightlife, Sports Bars, Restaurants, Pizza, Bars",N-U0o7hIKy3Z6KY_O4RuPg
Reesor's Market & Bakery,5758 Main Street,Stouffville,L4A 2S8,43.9671842,-79.265587300000007,4.5,1,2,True,False,True,"Specialty Food, Cafes, Restaurants, Bakeries, Farmers Market, Food, Organic Stores",0Hc7Wgai2l9jzEmzpmV0EQ
Pizza e Pazzi,1182 St Clair Avenue W,Toronto,M6E 1B4,43.678,-79.443872,4,1,2,True,True,False,"Restaurants, Pizza, Italian, Food",ERnG-1q3igX3VSgm5uLZ6A
Quiznos Sub,100 Wellington St,Toronto,M5K 1B1,43.6468356,-79.3825552,1.5,1,NA,True,False,NA,"Restaurants, Sandwiches, Fast Food",SVv0PeX-s_XMH1LxUrUL4w
Mr Souvlaki,3300 Bloor Street W,Toronto,M8X 1E9,43.6451535,-79.5223102,2,1,1,True,False,NA,"Restaurants, Greek, Food",DGPo_cIF9fHkfgYQkxhiMQ
Watan Kabob,"55 Matheson Boulevard E, Unit 2",Mississauga,L4Z 1X8,43.6200547,-79.6674377,4,1,2,True,False,False,"Afghan, Restaurants, Halal, Middle Eastern, Pakistani",Eu-M3y8a5bIxIRXlCj9yHA
AllStar Wings and Ribs,426 Danforth Avenue,Toronto,M4K 1P3,43.6779459,-79.3509916,3,0,2,True,False,True,"Chicken Wings, Pubs, American (Traditional), Sports Bars, Bars, Canadian (New), Nightlife, Sandwiches, Salad, Restaurants",BGoh78jgne5RLAz0YY54Ng
Harlem Underground,745 Queen Street W,Toronto,M6J 1G1,43.6464195,-79.4070969,3,1,2,True,True,True,"Southern, Cajun/Creole, Soul Food, Restaurants",N8jmyJCk-LjO9o1K9UjxNA
The Rose & Crown,2335 Yonge Street,Toronto,M4P 2C8,43.708653,-79.3982462,3.5,1,2,False,False,False,"Sandwiches, Bars, Pubs, Music Venues, Restaurants, Nightlife, British, Arts & Entertainment",UPmrHkx4YmNo_QRniekP8g
Grand Chinese Cuisine,"International Plaza Hotel, 655 Dixon Road",Etobicoke,M9W 1J3,43.6893607,-79.5779635,3.5,0,2,True,False,False,"Dim Sum, Chinese, Restaurants",KVGdRDCXOPbcDH_3HC1jfA
Tian Xin Place,5 Glen Cameron Rd,Thornhill,L3T 2A9,43.8055474,-79.4200575,3,1,2,True,True,False,"Restaurants, Chinese",E4T1Z08kU1QmrYj8xh-Y0Q
Tim Horton's,290 Harwood Avenue S,Ajax,L1S 2J1,43.8471893824,-79.0199619904,1,1,1,NA,NA,True,"Coffee & Tea, Donuts, Internet Cafes, Food",5SANr9BTMVe_-pe3QM3M-g
Fresh Sandwich Shop,14834 Yonge Street,Aurora,L4G 1N2,43.9894554124,-79.4657356163,3.5,0,1,True,False,False,"Vegetarian, Bakeries, Salad, Food, Vegan, Restaurants, Sandwiches",qMKiwfIjiZ_Zb6tKeaiPAA
DEQ Terrace & Lounge,"The Ritz-Carlton, 181 Wellington Street West",Toronto,M5V 3G7,43.6454133,-79.3872946,4,1,3,NA,False,True,"Bars, Lounges, Nightlife, Restaurants, Wine Bars, Canadian (New)",QgdO29fGB-eBNe1BzHR7YQ
Tommy's Restaurant,"3175 Rutherford Road, Suite 32",Vaughan,L4K 0A3,43.829573,-79.536329,4,0,2,True,False,False,"Chinese, Caribbean, Restaurants",u3q_fVU-qxgoGWLPVy4nMw
Mad Mexican,383 Jane Street,Toronto,M6S 3Z3,43.6577905,-79.4878006,4,0,2,True,False,False,"Food, Restaurants, Mexican",ZBFfY_WLbp19sADTZ_LRMg
Swiss Chalet Rotisserie & Grill,2155 Leanne Blvd,Mississauga,L5K 2K8,43.5261790974,-79.6518141018,3.5,1,1,True,True,False,"Restaurants, American (Traditional), Fast Food, Comfort Food",Fnf5l6FeBTabNW2nTemDAA
Jimmy the Greek,4841 Yonge Street,North York,M2N 5X2,43.7625088,-79.4105316,2.5,1,1,True,False,True,"Greek, Mediterranean, Restaurants",09H-DSNbIAsNmE-nCA4zaQ
GarfieldEATS,995 Bloor Street W,Toronto,M6H 1M1,43.6608802,-79.4299501,2,1,NA,NA,NA,NA,"Juice Bars & Smoothies, Shopping, Food, Italian, Restaurants, Pizza, Coffee & Tea, Customized Merchandise",gM2aVDfyS2IIn6b_V_vbqg
Lloyd's Foodmart,1710 Jane Street,York,M9N 2S4,43.703738800000004,-79.5043253,4,1,NA,True,False,NA,"Comfort Food, Caribbean, Food, Soul Food, Canadian (New), Grocery, Restaurants",n8Jnn9Cl0x8M-vTZDB2uLw
Bistro Normandie Cafe,820 Danforth Avenue,Toronto,M4J 1L6,43.6797985,-79.3412269,4.5,0,NA,True,NA,NA,"Restaurants, French, Patisserie/Cake Shop, Food, Cafes",2cUWtkuu5ylH1dOvYguk1Q
Hernando's Hideaway,545 Yonge Street,Toronto,M4Y 1Y5,43.6643838,-79.3841464,2,0,2,True,False,False,"Restaurants, Tex-Mex, Event Planning & Services, Caterers",rElVzlHf_zxWeOCj8Vj_iw
Thai Express,1355 Kingston Road,Pickering,L1V 1B8,43.835919,-79.086181,4.5,1,1,True,False,NA,"Imported Food, Food, Restaurants, Ethnic Food, Specialty Food, Thai",VRCkQ0hpl7m2yJ0IJAUrkA
Brother's Pizza and Wings,976A Pape Avenue,Toronto,M4K 3V7,43.6878784,-79.3484053,3.5,1,1,True,True,False,"Restaurants, Pizza",1pU0GJXTDPTJ2HfcuZt7dA
Joey's Deli,47 Queen Street W,Brampton,L6Y 1L9,43.6850708,-79.7605122,3.5,1,1,True,False,NA,"Breakfast & Brunch, Delis, Restaurants, Soup",vSf-Mpf9ScUNL4BvYMnmTg
DOMA,50C Clinton Street,Toronto,M6G 2Y3,43.6555223,-79.4141588,4,0,3,False,False,True,"Asian Fusion, Korean, Nightlife, Bars, Restaurants, Cocktail Bars, Canadian (New)",u6JJojkbqVlVI4NqKsL54Q
Song Cook's,1310 Dundas Street E,Mississauga,L4Y 1M6,43.6066049,-79.5850135,4,0,2,True,False,False,"Korean, Restaurants",759faMgpYDW-00vxd-In3A
Karachi Kitchen,20 Red Maple Drive,Brampton,L6X 4L9,43.6923522949,-79.7908096313,4,1,1,True,NA,NA,"Indian, Pakistani, Imported Food, Specialty Food, Restaurants, Ethnic Food, Food",0kKtYDKvvcQckR4vRmfh5Q
Sunrise Caribbean Restaurant,"1949 Finch Avenue W, Unit B",Toronto,M3N 2V3,43.756264,-79.518164,2.5,1,2,True,NA,False,"Caribbean, Restaurants",VQAmVxvPROLhSoeDc8C5gQ
Hakka Town,225 Castle Oaks Crossing,Brampton,L6P 0W4,43.7972478,-79.6666424,2,0,1,True,True,False,"Indian, Food, Restaurants, Chinese",Dh2Z3WNu6M71LbMNHEeg3w
Lake Affect Comfort Food & Music Lounge,1 Port Street E,Mississauga,L5G 4N1,43.5515108,-79.5830351,3.5,0,NA,True,False,True,"Restaurants, Comfort Food, Nightlife, Bars, Lounges",ZAgCOKEmjR_lqnN2OSB4pQ
McDonald's,6535 Erin Mills Pkwy,Mississauga,L5N 5R3,43.5896379169,-79.7407392785,2,1,1,True,False,True,"Burgers, Fast Food, Restaurants, Food",3bhNkdwzQp_pPf_6UJrETA
Daybreak,1065 Davis Drive,Newmarket,L3Y 2R9,44.0665677,-79.432296,4.5,1,1,True,False,False,"Breakfast & Brunch, Restaurants, Local Flavor",4N2RfdsZAfF-zCsdaVNdBg
Burrito Boyz,1961 Kennedy Road,Toronto,M1P 2M1,43.7690639665,-79.2817211151,4,1,2,True,False,False,"Mexican, Restaurants",Rl_l6TWkBzr6Op7egdZ-YA
Ajisen Ramen,"8360 Kennedy Road, Unit 87-90",Markham,L3R 9W4,43.8593407,-79.3047018,3,1,2,True,False,False,"Japanese, Restaurants, Ramen",XlqnI6vcZUJ2tRFwjYKzcg
Laksa,254 Spadina Avenue,Toronto,M5T 2C2,43.6517208,-79.3978459,2,0,2,True,False,False,"Thai, Restaurants",zSZgK7UtuQQLCSEYTeADUg
Mom And Pops,262 The Esplanade,Toronto,M5A 4J6,43.6499941,-79.3638323,4.5,1,2,True,False,True,"Sandwiches, Diners, Restaurants",yf1awJ2cVp0AmqYMOc671w
Park Hyatt Toronto Kosher Annona Restaurant,4 Avenue Road,Toronto,M5S 1T6,43.6692689,-79.3950356,5,0,4,False,False,False,"Restaurants, Kosher",nER4r71-nLBpy4ZkrsAOYg
786 Halal Biryani House,236 Sherbourne Street,Toronto,M5A 3X2,43.658087,-79.3710422,2,1,1,True,NA,False,"Restaurants, Indian, Pakistani",lBwx8insD-RNa-_lOtA3kA
Pho Viet Restaurant,7010 Warden Avenue,Markham,L3R 5Y3,43.8203984,-79.3255037,3.5,0,1,True,False,False,"Vietnamese, Noodles, Restaurants",TCr7O2v9L7sH-CZbtpz0KQ
Shangri-La Hot Pot Restaurant,"360 Highway 7 E, Unit 15-16",Richmond Hill,L4B 3Y7,43.8412424,-79.39637,2.5,0,2,False,False,False,"Restaurants, Chinese, Hot Pot, Asian Fusion",EMh5InDTEfGGCowRy_pJZA
Wraps & Jerk,1046 Finch Avenue,Toronto,M3J 2E5,43.7677879333,-79.4717178345,4,1,2,True,False,False,"Restaurants, Caribbean",Ehq7wmTyxVdTJkv_MoRqmg
Fired Up,89 Lakeshore Road E,Mississauga,L5G 1C9,43.5527566,-79.5838869,3,1,2,True,False,True,"Burgers, Restaurants, Barbeque",2zkMnvtLRvnSeHqVb96ung
LJ Kusina,7690 Markham Road,Markham,L3S 4S1,43.8540392,-79.2556728,4,0,1,True,True,False,"Restaurants, Filipino",b4_KfL99W0Hv_5HhRJbPdg
Cibo Wine Bar,133 Yorkville Avenue,Toronto,M5R 1C4,43.6704745,-79.3936313,3,1,3,False,False,True,"Italian, Wine Bars, Nightlife, Mediterranean, Restaurants, Bars",7ZBh-3wWVQ5zkd6KZytW0g
Nantana Thai Food & Desserts,707 Dundas Street W,Toronto,M5T 2W6,43.6517657,-79.4049646,4.5,1,NA,NA,NA,NA,"Food, Restaurants, Desserts, Thai",chwG4PHe_wwyLIGIaGEH1A
Mezu,1375 Dundas Street W,Toronto,M6J 1Y3,43.6493815,-79.4277957,4.5,1,2,False,False,True,"Tapas/Small Plates, Korean, Tapas Bars, Canadian (New), Restaurants",zmJp4ocFlteqlLVvTYieDQ
Manchu WOK,"300 Borough Drive, Unit 733K",Toronto,M1P 4P5,43.7767555,-79.2590081,2,1,1,True,False,NA,"Fast Food, Chinese, Canadian (New), Restaurants",9jJxXCuwku2l8arVGrBNTA
Pizza Depot,945 Peter Robertson Boulevard,Brampton,L6R 2R6,43.746695,-79.745981,3,1,1,True,True,NA,"Restaurants, Pizza",UkocLwA8OtjQl79vES-aRQ
Delicacy,1422 Queen Street W,Toronto,M6K 2S1,43.6409651209,-79.4351384416,3,0,1,True,False,False,"Vegetarian, Indian, Restaurants",pbnZqw5tHkZZBG5Ryys0yw
Yummy Dumpling and BBQ,"550 Highway 7 E, Unit 211",Richmond Hill,L4B 3Z4,43.8447290394,-79.3837208301,3,1,2,True,True,False,"Chinese, Barbeque, Restaurants",DvelUmIuBmfbt95frynYsA
East Side Mario's,2035 Winston Park Dr,Oakville,L6H 6P5,43.5107438,-79.6677083,2,1,2,True,True,True,"Pizza, Italian, American (Traditional), Restaurants",A_YO9kvdEqd8vXGKc696yg
Pho Mi Asia,1008 Wilson Avenue,North York,M3K 1G6,43.7285407,-79.478187,3,1,1,True,False,False,"Restaurants, Soup, Vietnamese",mOzOYgXYOmkdNfZr453PgQ
Pho District Specialties,2938 Finch Avenue E,Toronto,M1W 2T4,43.794254017,-79.32973631,4,1,NA,NA,NA,NA,"Vietnamese, Restaurants",X4hxjDQ8_1VEyRvF0ysLkw
Grotto Noodle House,398 Ferrier St,Markham,L3R 2Z5,43.8198015,-79.331241,3.5,0,1,True,False,False,"Chinese, Restaurants",4Yi3mOofceLVKxiGDPBqMw
Rebozos College,424 College Street,Toronto,M5T 1S9,43.656674992,-79.4071152266,3.5,1,2,True,False,False,"Restaurants, Mexican",DaTQLers4x_DbGPi7r_xVw
Oxygen Restaurant & Lounge,35 Sheppard Avenue E,Toronto,M2N 2Z8,43.7619966,-79.4086976,3,0,4,True,False,True,"Desserts, Mediterranean, Lounges, Restaurants, Nightlife, Bars, Food",N-cHjphzli3QGGiSosfLgg
Grand Ocean Restaurant,"23 Glen Watford Dr, Unit 9",Scarborough,M1S 2B7,43.7869274,-79.2740715,2.5,1,NA,NA,NA,NA,"Chinese, Restaurants",dPmWz-O9fF1FjQDEEX2JBg
Arizona Grill Lounge,215 Carlingview Drive,Etobicoke,M9W 5X8,43.6837428,-79.5929134,2.5,1,2,True,False,True,"Restaurants, Bars, Pubs, Nightlife, Barbeque, Mexican, Steakhouses",hY77DYw8mh1WT9yypK4qyA
King Cole Ducks,15351 Warden Avenue,Newmarket,L3Y 4W1,44.0252397,-79.3683187,4.5,1,2,NA,NA,NA,"Restaurants, Food, Barbeque",Bim0OoetFyuKb9IWaiOcOw
Four Star Sushi,"9200 Weston Road, Unit 15",Vaughan,L4H 3J3,43.8275108115,-79.5570552349,3.5,0,2,True,True,False,"Restaurants, Sushi Bars, Japanese",RMjCnixEY5i12CiqnskiVw
McDonald's,190 Green Lane E,East Gwillimburry,L9N 0C4,44.0742437,-79.4808908,3,1,NA,True,False,NA,"Burgers, Restaurants, Fast Food, Food, Coffee & Tea",Df-WyGEeKxRlJ33ta0eJHA
Quiznos,"8865 Woodbine Ave., Bldg  D, Unit 2",Markham,L3R 5G1,43.8578395185,-79.3596186459,2.5,1,1,True,NA,False,"Restaurants, Sandwiches",naYlngFbak0alEsjlFP4pQ
Firefly Seafood & Steak House,"3229 Highway 7, Unit 2",Markham,L3R 3P3,43.8482531542,-79.349912297,2.5,1,2,True,False,False,"Seafood, Restaurants, Steakhouses",9v9cMGBpUm_IzTuPfXXEOw
Tamarind - The Indian Kitchen,"161 Bay Street, Unit 230",Toronto,M5J 2S1,43.6464036,-79.3786608,3.5,0,2,True,False,True,"Fast Food, Vegetarian, Restaurants, Indian",vZu3xxlMQSqFngDgdFLfXg
Kintori Yakitori,"668 Bloor Street W, 2nd Floor",Toronto,M6G 1L2,43.6642003,-79.4163563,3.5,1,2,False,False,False,"Tapas/Small Plates, Restaurants, Japanese",jCpB1D_Hsc_dlF0ErNO-7w
Asian Garden Hakka Restaurant,883 16th Avenue,Richmond Hill,L4B 3E5,43.8577063,-79.4069977,3.5,1,2,True,False,False,"Chinese, Restaurants",TA1Q7RWVzMigi5X3FAmctw
Ten Feet Tall,1381 Danforth Avenue,Toronto,M4J 1N2,43.6822547,-79.3280136,3,0,2,True,False,True,"Arts & Entertainment, Cafes, Nightlife, Music Venues, Restaurants",Gv8u5bX_Kd7HG7jkeF_vWA
The Whole Plate,83 Roncesvalles Avenue,Toronto,M6R 2K6,43.641556,-79.44705,4,1,NA,True,False,NA,"Food, Restaurants, Salad, Canadian (New), Juice Bars & Smoothies, Sandwiches",Ch-gb1W9g1zZyuPXpSBq0g
Thai Express,"300 Borough Drive, Unit FC-14",Scarborough,M1P 4P5,43.777835,-79.257197,3,1,1,True,False,False,"Food, Ethnic Food, Specialty Food, Thai, Restaurants, Food Court",xKX9TS-tCjMzu1BQeKZO-w
Aquarela Restaurant,1367 Wilson Avenue,Toronto,M3M 1H5,43.722994,-79.4980982,3.5,1,2,NA,False,False,"Restaurants, Caribbean, Latin American",NmX56-YUbVvmNW0LPCYaYQ
Starbucks,139 Yorkville Ave,Toronto,M5R 1C4,43.7454374813,-79.4065709131,3,1,1,True,False,True,"Cafes, Restaurants, Food, Coffee & Tea",X6Cgn59q3i3vK-lqzVY6gQ
Wonton Chai Noodle,"2890 Major Mackenzie DriveE, Unit 2",Markham,L6C,43.8853478377,-79.3721030681,4,1,1,True,False,False,"Restaurants, Chinese",0M3KCmdY-_xlIu5vEqVq4A
Second Cup,"9330 Bathurst St, Unit 4",Vaughan,L4J,43.8490424773,-79.4593947075,4,0,NA,True,False,True,"Restaurants, Food, Cafes, Coffee & Tea",k8-BKiZeET8l2WOK1kQTKQ
Black Cat Espresso Bar,1104 College Street,Toronto,M6H 1B3,43.6527051,-79.4323481,4.5,1,1,True,False,False,"Restaurants, Sandwiches, Food, Cafes, Coffee & Tea, Ice Cream & Frozen Yogurt, Breakfast & Brunch",mw69E3vLAbN-ra92f5Y8ZQ
Burger Shawarma,1015 Dufferin Street,Toronto,M6H 4B5,43.6602391,-79.4352958,3.5,0,2,True,False,False,"Mediterranean, Burgers, Restaurants",vAUEebTSlyYVTO7SgyT4cg
The Trane Studio,964 Bathurst Street,Toronto,M5R 3G5,43.6695092,-79.413069,3.5,0,NA,False,False,False,"Arts & Entertainment, Jazz & Blues, Nightlife, Caribbean, Restaurants, Music Venues",ZHSMToFUzdVijeJvrWLNJw
R Kitchen,9301 Bathurst Street,Richmond Hill,L4C 3T7,43.8573696,-79.4608255,3.5,0,2,True,False,True,"Restaurants, Bars, Nightlife, Breakfast & Brunch, Canadian (New), Cafes",hJPdrw2W4FCO5Z9KHrOOtA
Capital Grill & Pizzeria,9301 Bathurst Street,Richmond Hill,L4C 6C2,43.8573696,-79.4608255,3,1,2,NA,NA,True,"Pizza, Restaurants",YLayCyasvK7uwNPpy-ixzA
Flor de Sal,501 Davenport Road,Toronto,M4V 1B8,43.6775536,-79.4070502,4,1,3,True,False,True,"Mediterranean, Restaurants, Modern European",4cIUCLqLuV2Y1ZlKfjjTPA
St. Louis Bar & Grill,"10620 Yonge Street, Unit 16",Richmond Hill,L4C 3C8,43.886012,-79.441199,2.5,1,2,True,False,False,"Sports Bars, Burgers, Nightlife, Bars, Chicken Wings, Restaurants, American (Traditional)",ZYbQgWImBuf6QzlV1t5NKw
The Abbey Pub & Steak House,989 College Street,Toronto,M6H 1A6,43.6530612,-79.4279396,2,0,2,True,False,True,"Restaurants, Bars, Steakhouses, Pubs, Nightlife",wuZcVcG2EJHQIEKEbLFRwQ
White Brick Kitchen,641 Bloor Street W,Toronto,M6G 1L1,43.6641761664,-79.4149611996,4,1,2,True,False,True,"Comfort Food, Restaurants, Breakfast & Brunch",aRqxT28Tdz2aDiZ7Vkyejw
Eighty8 Family Restaurant,"2300 John Street, Unit 11",Thornhill,L3T 6G7,43.8232804295,-79.3695805774,4,0,1,True,False,True,"Diners, Canadian (New), Breakfast & Brunch, American (Traditional), Restaurants",E_D3urpBPcSyaNRI34dkfg
Athens Restaurant,707 Danforth Avenue,Toronto,M4J 1L2,43.6789721,-79.3434527,4,1,2,True,False,False,"Greek, Event Planning & Services, Caterers, Restaurants",OmZ_Ub_0egPc6eDPD1OWSw
Henry's Fish and Chips,833 Westlock Road,Mississauga,L5C 1K7,43.5667293,-79.6423595,4,1,1,True,False,False,"Fish & Chips, Seafood, Restaurants",Xl7aYjrgsf3SGncOr3eryA
Greek 2 Go,1125 Dundas Street E,Mississauga,L4Y 2C4,43.6040512,-79.5907629,2.5,0,2,True,True,NA,"Restaurants, Greek, Halal",4SUFI-DWvuvikyZuHA7IQA
WIld Wing,570 Kingston Road,Pickering,L1V 3N7,43.817024,-79.119227,2.5,1,2,True,True,False,"Restaurants, Chicken Wings",eZG3ldsHielH2FZDqEFuEg
Shiso Tree Cafe,3160 Steeles Avenue E,Markham,L3R 4G9,43.8155653,-79.3445679,3.5,1,2,True,False,False,"Japanese, Italian, Ethnic Food, Coffee & Tea, Restaurants, American (New), Specialty Food, Food",mspZuHQ8rVXpyVMqQIKw_A
Kesar Sweet & Restaurant,"51 Mountainash Road, Unit 6",Brampton,L6R 1W4,43.7602735194,-79.7282296465,4,1,2,True,False,False,"Food, Indian, Restaurants, Bakeries",x8SLNG0wEaGD3SrrZVMDcg
Baba Ganoush Shawarma Restaurant,"1150 Sheppard Avenue W, Unit 7",Toronto,M3K 2B5,43.7541953406,-79.468643087,4,0,2,True,True,False,"Restaurants, Mediterranean, Greek, Middle Eastern, Kebab, Turkish",aLSMyYyPEuKaDrrTrwYOEg
Fresca Pizza & Pasta,302 College Street,Toronto,M5T 3M1,43.6578089,-79.4017213,4,1,1,True,True,True,"Restaurants, Pizza, Italian, Food, Specialty Food",9LE2yGl23qxitNc9mkpbjA
Sunnyside Grill,Unit 2 2777 Steeles Avenue W,Toronto,M3J 3K5,43.7821307238,-79.4904436859,4.5,1,1,True,True,True,"Restaurants, Breakfast & Brunch",nbhBRhZtdaZmMMeb2i02pg
Home of Hot Taste,5 Glen Cameron Road,Thornhill,L3T 2A9,43.8055474,-79.4200575,3.5,1,2,True,False,False,"Korean, Restaurants",2IbXNp96PAZzjpzytN9vVg
JP Sushi,520 Annette Street,Toronto,M6P 1S3,43.6602286,-79.4798078,4.5,1,2,True,True,NA,"Restaurants, Sushi Bars, Japanese",vcxzcp7D9IiyvyLlwpgvVg
San Francesco Foods - Yonge,3233 Yonge Street,Toronto,M4N 2L5,43.7287387,-79.4029239,2,1,1,True,True,False,"Poutineries, Restaurants, Italian, Sandwiches, Pizza",yyT2aODioewkwIP-dQZ_wA
Popeye's,235 Queen St E,Toronto,M5A,43.6545202,-79.369416,3.5,0,1,NA,NA,NA,"Restaurants, Fast Food",sc-FCrRK6iM28N_N5AKuPw
Noodle Pop,645 Lakeshore Road E,Mississauga,L5G 1J6,43.5695274,-79.5668915,4,0,1,True,False,False,"Japanese, Restaurants, Fast Food",1xqzw3Npo6aCTrMObhpA3Q
Shakey's Sports Pub,2255 Bloor Street W,Toronto,M6S 1N8,43.6506625,-79.4776332,3.5,1,2,True,False,True,"Pubs, Canadian (New), Restaurants, Sports Bars, Bars, Nightlife",iBt37-7t5GP2ZRT81yHgew
Hogtown Pub & Oysters,633 College Street W,Toronto,M6G 3A7,43.6548045,-79.4149935,4,0,2,True,False,True,"Seafood, Nightlife, Restaurants, Pubs, Bars",c_FTil8s5PS2l_YJDQAXhA
Manchu WOK,"100 City Centre Drive, Unit1-135",Mississauga,L5B 2G6,43.5930784,-79.6424911,2,1,1,NA,False,NA,"Restaurants, Food Court, Chinese",Hn0HeGrW-kOzNGdFfgehQg
Northern Smokes,12A-371 Old Kingston Road,Toronto,M1C 1B7,43.7827827644,-79.1695746034,3.5,1,NA,NA,NA,NA,"Restaurants, Halal, Barbeque",F4w3qLxGbZMdkHut_oGH_Q
James Cheese Back Ribs,409 Spadina Ave,Toronto,M5T 2G6,43.65687,-79.39924,3.5,0,2,True,True,False,"Korean, Restaurants, Barbeque, Japanese, Asian Fusion",0ED9PlLogo_HYWuoSRaTpw
The Captain's Boil,"865 York Mills Rd, Suite 10A",Toronto,M3B 1Y6,43.7548660252,-79.349670226,3,1,2,True,True,True,"Asian Fusion, Seafood, Restaurants, Cajun/Creole",wKmDYX_XuYCbIerCbYfWnQ
Wilder Foods,382 Keele Street,Toronto,M6P 2K8,43.6657238,-79.4648144,4,1,2,True,False,NA,"Coffee & Tea, Cafes, Restaurants, Breakfast & Brunch, Food, Vegan",j_BZ2A5XEQSd-k7yH-S_Pw
Pizza Bouna,297 Wellington Street,Aurora,L4G 6K9,43.9960154,-79.4841855,4,1,NA,True,True,NA,"Food, Pizza, Food Delivery Services, Restaurants",zysuthY02TaG7xvy-Lceew
Public,596 College St,Toronto,M6G 1B4,43.6553017,-79.4140145,3,0,4,True,NA,True,"Restaurants, Italian",8aPTNdySQ2ipjWtCJG0vnw
Truscott Italian Bakery & Delicatessen,2425 Truscott Dr,Mississauga,L5J 2B4,43.5125352,-79.6487822,4,1,2,True,False,True,"Delis, Bakeries, Food, Restaurants",LrYSnxLKarkzeNHqq50r-A
Antica Osteria,3088 Mayfield Road,Brampton,L6Z 4R5,43.736322,-79.822778,4,1,2,True,False,True,"Italian, Restaurants, Specialty Food, Food",FEnAZBsWW9o1yhDRygQ_Sg
Wild Wing,2067 Dundas Street W,Toronto,M6R 1W8,43.6520222,-79.4479479,2,0,2,True,True,True,"Restaurants, Chicken Wings, Burgers, Sandwiches",p4hzwmiBvq3Clj65JyPGSQ
Smoke's Weinerie,457 Spadina Avenue,Toronto,M5S 2G7,43.6583613,-79.3999324,2,0,1,True,False,False,"Delis, Restaurants, Food, Poutineries",7T1XVTSocHcOu2H5v2Iqog
Pizza Pizza,"Toronto Pearson International Airport, Level 2, Post Security, Node F",Mississauga,L5B 1B2,43.6777176,-79.6248197,2,0,1,True,False,False,"Restaurants, Pizza",SjTuUY750vBZXIDUXpfqgQ
Oriental Congee,"2347 Kennedy Road, Unit 106",Toronto,M1T 3T8,43.784078,-79.288232,4,1,NA,True,True,False,"Noodles, Restaurants, Chinese",ZdNzBuETLeoiNFOCqtQTwQ
Nirala Sweets & Restaurant,2818 Markham Road,Scarborough,M1X 1E6,43.8229066,-79.2475051,4,1,2,True,NA,False,"Restaurants, Halal, Indian, Pakistani",qhKNZTtTT6GLnPzQny-v9Q
The Sister,1554 Queen Street W,Toronto,M6R 1A6,43.6400293,-79.4399448,3.5,0,2,True,False,True,"Arts & Entertainment, Canadian (New), Nightlife, Music Venues, Burgers, Restaurants, Pubs, Bars, Breakfast & Brunch, Chicken Wings",Eox_Qq74oaFZ-YjthpHhBw
"Captain Nemo Fish, Chips & Grill","3175 Rutherford Road, Unit 32, Building G",Vaughan,L4K 0A3,43.8285982829,-79.5377326012,4,0,2,True,False,False,"Fish & Chips, Restaurants",zEiiwZp2bUMbb5qINmcm3A
VIP Billiard Club,842 College Street,Toronto,M6H 1A2,43.6544261,-79.4232131,3.5,1,2,NA,False,False,"Casinos, Arts & Entertainment, Pool Halls, Bars, Nightlife, Lounges, Restaurants, Canadian (New)",1dAKYE4NOY9XqnDqgRRgIw
Sushi Cafe,33 University Avenue,Toronto,M5J 2S7,43.646269,-79.383325,4,1,1,True,True,False,"Sushi Bars, Restaurants, Coffee & Tea, Food",RZv0iTHrFbw87sZg_45WHQ
Pasta Pantry,1997 Yonge Street,Toronto,M4S 1Z8,43.7007399,-79.3969147,5,1,2,True,False,NA,"Specialty Food, Grocery, Food, Italian, Restaurants",P0-oxpGOTqRYbXNUye0IFw
Pizza Hut,1086 Yonge Street,Toronto,M4W 2L4,43.6778423,-79.3902487,2,1,NA,True,True,False,"Restaurants, Chicken Wings, Pizza, Italian, Food Delivery Services, Food",Eo4s6CmPpEcXCkfg9Zk_EA
Prestige By Night,4544 Dufferin Street,Toronto,M3H 3S5,43.766258523,-79.4674959406,2,1,2,NA,NA,NA,"Nightlife, Filipino, Bars, Dance Clubs, Restaurants, Karaoke",o730cceIPsCPmYAps0okww
Shawarma Box,"5067 Dixie Road, Unit 3",Mississauga,L4W 5S6,43.6369474833,-79.6208214015,4,1,1,True,NA,NA,"Fast Food, Halal, Restaurants, Middle Eastern, Mediterranean",zJg4xavT9Jcd8EyRrgyRdw
Hola Tapas Bar,1298 Queen Street E,Toronto,M4L 1C4,43.6638814,-79.3305676,4,0,3,False,False,False,"Restaurants, Cafes, Cocktail Bars, Bars, Spanish, Tapas Bars, Breakfast & Brunch, Wine Bars, Nightlife",s-aGceIVH-XrIWdC4Jkbeg
Pho Nhi,"4002 Sheppard Avenue E, Unit 101",Toronto,M1S 4R5,43.7836563478,-79.287934117,3,1,2,True,False,False,"Restaurants, Vietnamese",Yt5gK4E9NqVa14WNiQdBlQ
Senbazuru Sushi Bar,"1076 Rutherford Road, Unit 4",Vaughan,L6A 0K3,43.8459616,-79.4700777,2.5,0,2,NA,True,False,"Sushi Bars, Restaurants",TRvnq97di-GO_V9POuWZmg
