Facility Name,Site Address,Community,Inspection Area,Last Inspected,Last Infractions,Services
BESTVILLE KITCHEN,"#J-500 Can-Amera Pky,  Cambridge ON N1T 0A2",CAMBRIDGE,Food Safety,13-Mar-2020,3,-
BESTVILLE PIZZA,"#E- 500 Can-Amera Pky Cambridge,  ON N1T 0A2",CAMBRIDGE,Food Safety,16-Jan-2020,2,-
BETHANY EVANGELICAL CHURCH,"#160 LANCASTER ST E,  KITCHENER ON N2N 1N2",KITCHENER,Food Safety,07-Aug-2019,,-
BETTER CHEF,"#22-160 University Avenue West,  Waterloo ON",WATERLOO,Food Safety,23-Dec-2019,,-
BHIMA'S WARUNG,"#262 KING ST N,  WATERLOO ON N2J 2Y9",WATERLOO,Food Safety,17-Sep-2020,,-
BIANCA'S PIZZA,"#363 KING ST N,  WATERLOO ON N2J 2Z4",WATERLOO,Food Safety,23-Aug-2019,2,-
BIG BEAR FOOD MART,"#1-1401 River RD,  KITCHENER ON",KITCHENER,Food Safety,02-Jan-2021,5,-
BIG BEAR FOOD MART,"#585 WEBER ST N,  WATERLOO ON N2V 1V8",WATERLOO,Food Safety,07-Jan-2020,1,-
BIG BEAR FOOD MART,"#159 HIGHLAND RD E,  KITCHENER ON N3M 3W1",KITCHENER,Food Safety,26-Nov-2019,1,-
BIG BITE PIZZA AND WINGS,"#A-645 LAURELWOOD DR,  WATERLOO ON N2V 2W9",WATERLOO,Food Safety,13-Jan-2020,1,-
BIG FAT PITA,"#85 KING ST W,  KITCHENER ON N2G 1A7",KITCHENER,Food Safety,25-Feb-2020,7,-
BIG GENERAL'S 2 FOR 1 PIZZA,"#564 King St E,  KITCHENER ON N2G 2M1",KITCHENER,Food Safety,26-Nov-2020,4,-
BIG JOHN SUBS,"#699 BELMONT Ave W,  KITCHENER ON N2M 1P1",KITCHENER,Food Safety,26-Nov-2020,3,-
BIG ORANGE,"#319-355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,22-Jan-2020,3,-
BIG ORANGE,"#N9A- 550 KING ST N,  WATERLOO ON N2L 5W6",WATERLOO,Food Safety,05-Oct-2020,1,-
BILL'S SUPER VARIETY,"#4-270 BLEAMS RD,  KITCHENER ON N2C 2K6",KITCHENER,Food Safety,06-Aug-2020,1,-
BINGEMAN COMMISSARY KITCHEN,"#40 SHIRLEY Ave,  KITCHENER ON N2B 2E1",KITCHENER,Food Safety,15-Oct-2020,2,-
BINGEMAN PARK-EMBASSY ROOM,"#425 BINGEMAN CENTRE DR,  KITCHENER ON N2B 3X7",KITCHENER,Food Safety,05-Mar-2020,1,-
BINGEMAN PARK-FUNWORX,"#425 BINGEMANS CENTRE DR,  KITCHENER ON N2B 3X7",KITCHENER,Food Safety,22-Jan-2020,3,-
BINGEMAN PARK-MARSHALL HALL/BALLROOM KITCHEN,"#425 BINGEMAN CENTRE DR,  KITCHENER ON N2B 3X7",KITCHENER,Food Safety,05-Mar-2020,,-
BINGEMAN PARK-TIDAL TREATS,"#425 BINGEMANS CENTRE DR,  KITCHENER ON N2B 3X7",KITCHENER,Food Safety,03-Jul-2019,2,-
BIRDIE'S HOLY GUACAMOLE,"#8-338 Waterloo St,  New Hamburg Ontario",NEW HAMBURG,Food Safety,09-Jan-2020,1,-
BITE ME SLOWLY,"#112-4195 King Street E,  Kitchener N2P 2E8",AYR,Food Safety,27-Jan-2021,3,-
BITTE SCHON BRAUHAUS INC,"#68 Huron St,  NEW HAMBURG ON N3A 1K1",NEW HAMBURG,Food Safety,11-Jul-2019,,-
BITTERSWEETTART,"#4-100 Park St,  KITCHENER ON N2G 1M6",KITCHENER,Food Safety,18-Sep-2019,,-
"BLACK BADGER, THE","#55 WATER ST N,  CAMBRIDGE ON N1R 3B3",CAMBRIDGE,Food Safety,08-Jul-2020,4,-
BLACK BOX,"#216 and 217-130  Columbia St W,  Waterloo ONT",WATERLOO,Food Safety,02-Dec-2020,1,-
BLACK HOLE BISTRO - PERIMETER INSTITUTE,"#31 CAROLINE ST N,  WATERLOO ON N2J 2Y5",WATERLOO,Food Safety,26-Oct-2020,,-
BLACK ISLAND BAKERY STUDIO,"#291 Hiawatha Dr,  WATERLOO ON N2L 2V9",WATERLOO,Food Safety,30-Jul-2020,,-
BLACKBERRY WATERLOO  C,"#2240 University Ave E,  WATERLOO ON N2K 0A9",WATERLOO,Food Safety,11-Dec-2019,,-
BLACKMARKET HUMMUS ( MARLEN FAHEL),"#173 Roger St,  WATERLOO ON N2J 1B1",WATERLOO,Food Safety,24-Apr-2019,1,-
BLACKSHOP RESTAURANT & WINE BAR,"#595 HESPELER RD,  CAMBRIDGE ON N1R 6J3",CAMBRIDGE,Food Safety,25-Jun-2020,,-
BLACKWING COFFEE BAR,"#135 George St. N,  Cambridge ON N1S 5C3",CAMBRIDGE,Food Safety,28-Jan-2020,1,-
BLAIR ROAD PUBLIC SCHOOL - BEFORE AND AFTER SCHOOL PROGRAM,"#85 Sunset Blvd,  CAMBRIDGE ON N1S 1A9",CAMBRIDGE,Food Safety,11-Sep-2019,,-
BLISS CREATIONS,"#3692 Nafziger Rd,  Wellesley Ontario",WELLESLEY,Food Safety,11-Mar-2020,,-
BLOOD SWEAT & SUPPLEMENTS,"#5-1001 Langs Dr,  Cambridge ON N1R-7K7",CAMBRIDGE,Food Safety,26-Nov-2019,,-
BLOOMINGDALE COMMUNITY CENTRE,"#1031 Snyders Flat Rd,  Bloomingdale ON N0B 1K0",BRESLAU,Food Safety,24-Sep-2019,,-
BLOOMINGDALE MENNONITE CHURCH,"#1151 Snyder's Flats Rd,  WOOLWICH ON N0B 1K0",BLOOMINGDALE,Food Safety,23-May-2019,,-
BLUE WHISK BAKES,"#5 Lowell St N,  Cambridge N1R 5E1",CAMBRIDGE,Food Safety,-,,-
BLUEVALE COLLEGIATE,"#80 BLUEVALE ST N,  WATERLOO ON N2J 3R5",WATERLOO,Food Safety,04-Mar-2020,,-
BOARD OF EDUCATION CAFETERIA,"#51 ARDELT Ave,  KITCHENER ON N2C 2E1",KITCHENER,Food Safety,24-Oct-2019,1,-
"BOAT, THE","#805 King ST N,  WOOLWICH ON N0B 2N0",WOOLWICH,Food Safety,04-Sep-2019,1,-
BOBBA BOY TEA SHOP,"#253 KING ST N,  WATERLOO ON N2J 2Y8",WATERLOO,Food Safety,11-Jul-2020,,-
BOBBY O'BRIENS,"#125 KING ST W,  KITCHENER ON N2G 1A7",KITCHENER,Food Safety,11-Dec-2019,4,-
BO-DE FOODS INC,"#551 PARKSIDE DR,  WATERLOO ON N2L 5E7",WATERLOO,Food Safety,05-Dec-2019,,-
BODY READY,"#6-871  Victoria St. N,  Kitchener ON",AYR,Food Safety,01-Mar-2019,,-
BODY SYSTEMS NUTRITION,"#5-561 HESPELER RD,  CAMBRIDGE ON N1R 6J4",CAMBRIDGE,Food Safety,11-Apr-2019,3,-
BOGDA RESTAURANT,"#B103-62 BALSAM ST,  WATERLOO ON N2L 3H2",WATERLOO,Food Safety,14-Jan-2021,2,-
BOMBAY BHEL,"#G5, G6-4336 King ST E,  KITCHENER ON N2P 3W6",KITCHENER,Food Safety,11-Aug-2020,6,-
BOMBAY SIZZLER,"#110 MAIN ST,  CAMBRIDGE ON N1R 1V7",CAMBRIDGE,Food Safety,03-Feb-2021,1,-
BOMBAY83,"#6-1500 Weber St E,  Kitchener ON N2A 2Y5",KITCHENER,Food Safety,-,,-
BON APATREAT,"#3-255 Highview Drive,  Kitchener Ontario N2N 2K7",KITCHENER,Food Safety,03-Mar-2020,1,-
BONNIE LOU'S CAFE,"#2238 Floradale Rd,  FLORADALE ON N0B 1V0",FLORADALE,Food Safety,21-Oct-2020,,-
BOOSTER JUICE,"#355 Hespeler Rd,  Cambridge ON N1R 6B3",CAMBRIDGE,Food Safety,09-Jan-2020,1,-
BOOSTER JUICE,"#E2-123 Pioneer Dr.,  Kitchener ON N2P2A3",KITCHENER,Food Safety,-,,-
BOOSTER JUICE,"#3A-970 FRANKLIN BLVD,  CAMBRIDGE ON N1R 843",CAMBRIDGE,Food Safety,18-Feb-2020,3,-
BOOSTER JUICE,"#5-247 KING ST N,  WATERLOO ON N2J 2Y8",WATERLOO,Food Safety,10-Jan-2020,1,-
BOOSTER JUICE,"#655 FAIRWAY RD S,  KITCHENER ON N2C 1X4",KITCHENER,Food Safety,07-Jan-2020,2,-
BOOSTER JUICE,"#6-235 THE BOARDWALK ,  KITCHENER ON N2N 0B1",KITCHENER,Food Safety,08-Oct-2020,1,-
BOREALIS GRILLE & BAR,"#4336 King St E,  KITCHENER ON N2P 3W6",KITCHENER,Food Safety,27-Oct-2020,,-
BOSANSKI BUREK,"#27 Lynn Crt,  KITCHENER ON N2A 4H6",KITCHENER,Food Safety,25-Sep-2019,1,-
BOSS SUPPLEMENTS,"#655 Parkside Dr,  Waterloo ON N2L 5E7",WATERLOO,Food Safety,16-Dec-2019,,-
BOSTON PIZZA,"#2-721 OTTAWA ST S,  KITCHENER ON N2E 0A9",KITCHENER,Food Safety,16-Jan-2020,1,-
BOSTON PIZZA,"#14 PINEBUSH RD,  CAMBRIDGE ON N1R 8K5",CAMBRIDGE,Food Safety,24-Sep-2020,1,-
BOSTON PIZZA,"#597 KING ST N,  WATERLOO ON N2V 2N3",WATERLOO,Food Safety,09-Dec-2020,4,-
BOSTON PIZZA,"#205 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8P1",CAMBRIDGE,Food Safety,06-Jan-2021,,-
BOSTON PIZZA FOOD TRUCK,"#425 BINGEMANS CENTRE DRIVE,  KITCHENER ON N2B 3X7",KITCHENER,Food Safety,08-Oct-2019,1,-
BOSTON PIZZA KINGPIN,"#425 BINGEMAN CENTRE DR,  KITCHENER ON N2B 3X7",KITCHENER,Food Safety,26-Oct-2020,1,-
BOURBON ST. GRILL,"#F9-550 KING ST N,  WATERLOO ON N2L 5W6",WATERLOO,Food Safety,02-Feb-2021,6,-
BOURBON ST. GRILL,"#2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",KITCHENER,Food Safety,22-Jul-2020,,-
"BOUTIQUE BAKER, THE","#1-1225 KING ST E,  CAMBRIDGE ON N3H 3P9",CAMBRIDGE,Food Safety,18-Mar-2019,,-
BOUTIQUE CATERING,"#145 Dearborn Pl,  WATERLOO N2J 4N5",WATERLOO,Food Safety,02-Dec-2020,5,-
BOX MARLEY,"#253 King St N,  Waterloo ON N2J 2Y8",WATERLOO,Food Safety,30-Jul-2020,3,-
BRADY'S MEAT & DELI,"#8-465 PHILLIP ST,  WATERLOO ON N2L 3X2",WATERLOO,Food Safety,23-Oct-2020,3,-
BRANT VARIETY,"#70 BRANT RD S,  CAMBRIDGE ON N1S 2W6",CAMBRIDGE,Food Safety,24-Jun-2019,1,-
BRASON ACADEMY MONTESSORI SCHOOL,"#1 Groh Ave,  CAMBRIDGE ON N3C 1Y6",CAMBRIDGE,Food Safety,12-Feb-2021,,-
BREAD & BRETZEL BASKET,"#255 TOLL GATE BLVD,  WATERLOO ON N2L 4M3",WATERLOO,Food Safety,30-Jan-2020,2,-
BREAD HEADS FOOD TRUCK,"#-360 Queen St S,  Kitchener ON",KITCHENER,Food Safety,07-May-2019,,-
BREAKFAST BLUES & BBQS,"#105 Victoria St S,  Kitchener ON N2G 2B4",KITCHENER,Food Safety,29-Jan-2020,2,-
"BREAKFAST, BLUES AND BBQ'S","#105 Victoria St. S,  KITCHENER ON N2G 2B4",KITCHENER,Food Safety,30-Jun-2020,2,-
BREITHAUPT CENTRE SNACK BAR,"#350 MARGARET Ave,  KITCHENER ON N2H 4J8",KITCHENER,Food Safety,04-Jun-2019,,-
BRESLAU CHILD CARE,"#58 JOSEPH ST,  BRESLAU ON N0B 1M0",BRESLAU,Food Safety,22-Nov-2019,,-
BRESLAU COMMUNITY CENTRE,"#100 Andover DR,  BRESLAU ON N0B 1M0",BRESLAU,Food Safety,24-Feb-2020,,-
BRESLAU CONVENIENCE,"#10 DOLMAN ST,  BRESLAU ON N0B 1M0",BRESLAU,Food Safety,07-Jan-2020,,-
BRESLAU MENNONITE CHURCH,"#226 WOOLWICH ST S,  BRESLAU ON N0B 1M0",BRESLAU,Food Safety,25-Feb-2020,,-
BRESLAU MENNONITE CHURCH - BASEMENT KITCHEN,"#226 WOOLWICH ST S,  BRESLAU ON N0B 1M0",BRESLAU,Food Safety,25-Feb-2020,,-
BREW BALLS,"#125 Snyder's Rd,  Baden ON N3A 2V4",BADEN,Food Safety,-,,-
BRIANA THE BAKER,"#96 Young St,  St. Jacobs ON N0B 2N0",ST. JACOBS,Food Safety,23-Oct-2020,,-
BRIARFIELD GARDENS RETIREMENT RESIDENCE,"#1250 WEBER ST E,  KITCHENER ON N2A 4E1",KITCHENER,Food Safety,12-Feb-2020,1,-
BRICK AND MORTAR MARKET,"#20 Grand Ave S,  CAMBRIDGE ON N1S 2L4",CAMBRIDGE,Food Safety,28-Jan-2020,1,-
BRIDGE STREET KITCHEN,"#4-373 Bridge Street W,  WATERLOO ON N2K 3K3",WATERLOO,Food Safety,16-Sep-2020,2,-
BRIDGEPORT COMMUNITY CENTRE,"#20 TYSON DR,  KITCHENER ON N2K 1G9",KITCHENER,Food Safety,19-Feb-2020,,-
BRIDGEPORT ROD & GUN CLUB,"#1229 BEITZ RD,  WOOLWICH ON N0B 1M0",WOOLWICH,Food Safety,16-Sep-2020,1,-
BRIDGEPORT VARIETY,"#1-8 BLOOMINGDALE RD N,  KITCHENER ON N2K 1A2",KITCHENER,Food Safety,03-Jan-2020,,-
BRIDGES - CAMBRIDGE SHELTER,"#26 SIMCOE ST,  CAMBRIDGE ON N1R 8P2",CAMBRIDGE,Food Safety,26-Sep-2019,,-
BRIGHTPATH,"#1151 VICTORIA ST N,  KITCHENER ON N2B 3C8",KITCHENER,Food Safety,26-Oct-2020,,-
BRIGHTPATH CHILD CARE,"#1370 MAPLE GROVE RD,  CAMBRIDGE ON N3C 2V3",CAMBRIDGE,Food Safety,11-Dec-2020,,-
BRIGHTPATH EARLY LEARNING & CHILD CARE (CAMBRIDGE),"#460 SHELDON DR,  CAMBRIDGE ON N1T 2C1",CAMBRIDGE,Food Safety,02-Dec-2020,,-
BRIGITTE ZOLNAI/KRYSTIES,"#1008 Doon Village Rd,  KITCHENER ON N2P 1A5",KITCHENER,Food Safety,28-Nov-2019,,-
BRITISH PRIDE BAKERY,"#6-561 Hespeler Rd,  CAMBRIDGE ON N1R 6J4",CAMBRIDGE,Food Safety,11-Dec-2020,2,-
BROOKFIELD COUNTRY CLUB,"#3700 BEAVERDALE RD,  CAMBRIDGE ON N3C 2V3",CAMBRIDGE,Food Safety,16-Sep-2019,3,-
BROOKFRONT FARM,#,AYR,Food Safety,12-Jan-2021,,-
BRUBACHER MEATS INC.,"#6020 Line 86,  Woolwich ON N0B 2V0",WEST MONTROSE,Food Safety,19-Nov-2020,,-
"BRUCE BEAST, THE","#700 Hespeler Rd,  Cambridge ON N3H 5L8",CAMBRIDGE,Food Safety,01-Jul-2019,1,-
"BRUCE CABOOSE, THE","#700 Hespeler RD,  CAMBRIDGE ON N3H 5L8",CAMBRIDGE,Food Safety,28-Aug-2019,,-
BRUCE RESTAURANT,"#700 HESPELER RD,  CAMBRIDGE ON N3H 5L8",CAMBRIDGE,Food Safety,13-Nov-2020,,-
BRUNSWICK FREDERICK LANE RESTAURANT,"#B-385 FREDERICK ST,  KITCHENER ON N2H 2P2",KITCHENER,Food Safety,21-Oct-2019,1,-
"BUCK, THE (SHELL)","#140 ST ANDREWS ST,  CAMBRIDGE ON N1S 1N3",CAMBRIDGE,Food Safety,11-Feb-2020,,-
BUDDY'S PIZZA & WINGS,"#3-239 Weber St N,  Waterloo N2J 3H5",AYR,Food Safety,28-Jan-2020,1,-
BUD'S RESTAURANT,"#219 LOUISA ST,  KITCHENER ON N2H 5N6",KITCHENER,Food Safety,03-Sep-2020,4,-
BULK BARN,"#2-295 The Boardwalk,  WATERLOO ON N2T 0A6",WATERLOO,Food Safety,17-Dec-2020,,-
BULK BARN,"#2-5 McLAREN Ave,  CAMBRIDGE ON N1R 8G9",CAMBRIDGE,Food Safety,-,,-
BULK BARN FOODS,"#B11-1400 Ottawa St S,  KITCHENER ON N2E 4E2",KITCHENER,Food Safety,06-Jan-2020,,-
BULK BARN FOODS,"#425 HESPELER RD,  CAMBRIDGE ON N1R 6J2",CAMBRIDGE,Food Safety,08-May-2019,,-
BULK BARN FOODS,"#7-1400 WEBER ST E,  KITCHENER ON N2A 3Z8",KITCHENER,Food Safety,08-Oct-2020,,-
BULK BARN FOODS,"#66 BRIDGEPORT RD E,  WATERLOO ON N2J 2J9",WATERLOO,Food Safety,23-Oct-2020,,-
BURGER FACTORY,"#550 Hespeler Rd,  Cambridge ON N1R 6J8",CAMBRIDGE,Food Safety,25-Sep-2020,,-
BURGER KING,"#561 HESPELER RD,  CAMBRIDGE ON N1R 6J4",CAMBRIDGE,Food Safety,17-Jan-2021,2,-
BURGER KING,"#150 UNIVERSITY Ave W,  WATERLOO ON N2L 3E4",WATERLOO,Food Safety,13-Jan-2020,,-
BURGER KING,"#809 VICTORIA ST N,  KITCHENER ON N2B 3C3",KITCHENER,Food Safety,27-Jul-2020,1,-
BURGER KING,"#30 Northfield Dr E,  Waterloo ON N2L 6A1",WATERLOO,Food Safety,17-Sep-2020,,-
BURRITO BOYZ,"#3-258 King ST N,  WATERLOO ON N2J 2Y9",WATERLOO,Food Safety,21-Jan-2020,1,-
BURRITO BOYZ,"#C2-534 Hespeler RD,  CAMBRIDGE ON N1R 6J7",CAMBRIDGE,Food Safety,05-Aug-2020,3,-
BUSAN KOREAN BBQ,"#396 King St N,  WATERLOO ON N2J 2Z3",WATERLOO,Food Safety,17-Sep-2020,5,-
BUTTERFLY LEARNING CENTRE,"#30 BATHURST DR,  WATERLOO ON N2V 1V6",WATERLOO,Food Safety,30-Oct-2020,,-
C & J VARIETY,"#427 BELMONT Ave W,  KITCHENER ON N2M 1N2",KITCHENER,Food Safety,-,,-
C MARKET,"#517 VICTORIA ST S,  KITCHENER ON N2M 3A8",KITCHENER,Food Safety,13-Feb-2020,4,-
CABANA BAR,"#204 SAMUELSON ST,  CAMBRIDGE ON N1R 1K5",CAMBRIDGE,Food Safety,06-Apr-2020,,-
CACTUS JAXX URBAN SALOON AND BAR,"#580 Hespeler Rd,  Cambridge ON N1R 6J8",CAMBRIDGE,Food Safety,21-Aug-2020,1,-
CAFE 1842 (HUETHER HOTEL),"#59 KING ST N,  WATERLOO ON N2J 2X2",WATERLOO,Food Safety,23-Jan-2020,,-
CAFE 22,"#201-22 King St S,  WATERLOO ON N2J 1N8",WATERLOO,Food Safety,30-Oct-2019,,-
CAFÉ DU MONDE,"#614 Coronation Blvd,  Cambridge ON N1R 3E8",CAMBRIDGE,Food Safety,08-Jul-2020,,-
CAFE DU MONDE CREPERIE,"#933 Dunblane CRT,  KITCHENER ON N2R 1W9",KITCHENER,Food Safety,29-Jun-2020,1,-
CAFE EUROPE,"#1-91 QUEEN ST S,  KITCHENER ON N2G 4M7",KITCHENER,Food Safety,28-Jul-2020,,-
CAFE O,"#9-901 VICTORIA ST N,  KITCHENER ON N2B 3C3",KITCHENER,Food Safety,10-Feb-2020,1,-
CAFE O - OPEN TEXT ARAMARK CAFE,"#275 FRANK TOMPA DR,  WATERLOO ON N2L 0A1",WATERLOO,Food Safety,09-Jan-2020,,-
CAFE ON ROUTE,"#427 Belmont Ave W,  Kitchener N2M 1N2",KITCHENER,Food Safety,10-Oct-2019,,-
CAFE PYRUS,"#101-305 King St. W,  KITCHENER ON",KITCHENER,Food Safety,04-Nov-2020,2,-
CAFE PYRUS OUTPOST,"#150 Roger st,  Waterloo Ontario N2J 1A9",WATERLOO,Food Safety,15-Aug-2019,1,-
CAFE ROYA,"#3-10 Wyman Rd,  Waterloo ON N2V 1K7",WATERLOO,Food Safety,13-Nov-2019,,-
"CAKE BOX, THE","#F-70 Victoria St N,  KITCHENER ON N2H 5C2",KITCHENER,Food Safety,17-Sep-2019,2,-
CAKE LOVERS UNITE,"#769 KING ST E,  CAMBRIDGE ON N3H 3N8",CAMBRIDGE,Food Safety,27-Mar-2019,,-
"CAKE PLACE, THE","#120 Callaway Dr,  CAMBRIDGE ON N3C 0B2",CAMBRIDGE,Food Safety,25-Sep-2019,,-
CAKR MAKER INC.,"#A- 90 Peel St,  New Hamburg ON N3A 1E3",NEW HAMBURG,Food Safety,22-Sep-2020,1,-
CALIFORNIA THAI,"#F7-550 King St E,  Waterloo ON",WATERLOO,Food Safety,18-Nov-2020,2,-
CALIFORNIA THAI,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,10-Feb-2020,2,-
CALVARY CHURCH,"#173 Northumberland St,  AYR ON N0B 1E0",AYR,Food Safety,01-May-2019,1,-
CALVARY UNITED CHURCH,"#48 HAWKESVILLE RD,  ST. JACOBS ON N0B 2N0",ST. JACOBS,Food Safety,11-Sep-2019,,-
CAMBRIDGE ARTS THEATRE,"#47 WATER ST S,  CAMBRIDGE ON N1R 3C8",CAMBRIDGE,Food Safety,13-May-2019,1,-
CAMBRIDGE BINGO CENTRE,"#255 ELGIN ST N,  CAMBRIDGE ON N1R 7G4",CAMBRIDGE,Food Safety,04-Nov-2020,1,-
CAMBRIDGE BUTTERFLY CONSERVATORY,"#2500 KOSSUTH RD,  CAMBRIDGE ON N3H 4R6",CAMBRIDGE,Food Safety,17-Sep-2019,,-
CAMBRIDGE CENTRE CINEMAS,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,10-Jul-2019,,-
CAMBRIDGE CHILDREN'S CENTRE,"#99 BEECHWOOD RD,  CAMBRIDGE ON N1S 3S1",CAMBRIDGE,Food Safety,26-Aug-2020,2,-
CAMBRIDGE CHRISTIAN SCHOOL KITCHEN,"#229 MYERS RD,  CAMBRIDGE ON N1R 7A3",CAMBRIDGE,Food Safety,03-Sep-2019,,-
CAMBRIDGE CONVENIENCE,"#2-215 BEVERLY ST,  CAMBRIDGE ON N1R 3Z9",CAMBRIDGE,Food Safety,14-May-2019,3,-
CAMBRIDGE COUNTRY MANOR,"#3680 SPEEDSVILLE RD,  CAMBRIDGE ON N3H 4R6",CAMBRIDGE,Food Safety,03-Mar-2020,2,-
CAMBRIDGE GOLF CLUB,"#1346 CLYDE RD,  NORTH DUMFRIES ON N1R 5S7",CAMBRIDGE,Food Safety,02-Oct-2020,4,-
CAMBRIDGE MEMORIAL HOSPITAL,"#700 CORONATION BLVD,  CAMBRIDGE ON N1R 3G2",CAMBRIDGE,Food Safety,24-Feb-2020,8,-
CAMBRIDGE MILL,"#4 Park Hill RD W,  CAMBRIDGE ON N1R 1P1",CAMBRIDGE,Food Safety,30-Jun-2020,4,-
CAMBRIDGE MINI MART,"#1-550 HESPELER RD,  CAMBRIDGE ON N1R 6J8",CAMBRIDGE,Food Safety,16-Jan-2020,1,-
CAMBRIDGE MINOR SOFTBALL TUCK SHOP,"#14 Vimy Street,  CAMBRIDGE ON N1R 4N6",CAMBRIDGE,Food Safety,30-May-2019,,-
CAMBRIDGE NEWFOUNDLAND CLUB,"#1500 DUNBAR RD,  CAMBRIDGE ON N1R 8C8",CAMBRIDGE,Food Safety,21-Aug-2020,2,-
CAMBRIDGE PIZZA,"#9A-350 HESPELER RD,  CAMBRIDGE ON N1R 6J7",CAMBRIDGE,Food Safety,20-Jan-2020,1,-
CAMBRIDGE RESTAURANT,"#752 KING ST E,  CAMBRIDGE ON N3H 3N8",CAMBRIDGE,Food Safety,15-Sep-2020,2,-
CAMBRIDGE SELF-HELP FOOD BANK,"#54 AINSLIE ST S,  CAMBRIDGE ON N1R 3K3",CAMBRIDGE,Food Safety,11-Sep-2020,,-
CAMBRIDGE SPORTS PARK,"#1001 Franklin BLVD,  CAMBRIDGE ON N1R 8B5",CAMBRIDGE,Food Safety,09-Nov-2020,3,-
CAMBRIDGE SURPLUS,"#336 EAGLE ST N,  CAMBRIDGE ON N3H 1C2",CAMBRIDGE,Food Safety,13-Feb-2020,,-
CAMBRIDGE VINEYARD,"#147 ELGIN ST N,  CAMBRIDGE ON N1R 5H6",CAMBRIDGE,Food Safety,29-Sep-2020,1,-
CAMBRIDGE-PRESTON CHURCH OF THE NAZARENE - COMMUNITY KITCHEN,"#1332 Hamilton St,  Cambridge ON N3H 3G5",CAMBRIDGE,Food Safety,17-Sep-2019,,-
CAMERON HEIGHTS COLLEGIATE CAFETERIA,"#301 CHARLES ST E,  KITCHENER ON N2G 2P8",KITCHENER,Food Safety,25-Feb-2020,,-
CAMERON SEAFOOD RESTAURANT,"#21 CAMERON ST S,  KITCHENER ON N2G 3N1",KITCHENER,Food Safety,31-Aug-2020,,-
CAMP KEMUR,"#2130 WEST RIVER RD,  NORTH DUMFRIES ON N1R 5S5",NORTH DUMFRIES,Food Safety,18-Jun-2019,,-
CAMP SHALOM/COUNTRYSIDE CAMP,"#1985 BEKE RD,  NORTH DUMFRIES ON N1R 5S5",NORTH DUMFRIES,Food Safety,20-Aug-2019,1,-
CAMPUS CONVENIENCE,"#1B-150 UNIVERSITY Ave W,  WATERLOO ON N2L 3E4",WATERLOO,Food Safety,18-Dec-2019,,-
CAMPUS PIZZA,"#2-160 UNIVERSITY Ave W,  WATERLOO ON N2L 3E9",WATERLOO,Food Safety,20-Sep-2019,2,-
"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS","#315 LINCOLN RD,  WATERLOO ON N2J 4H7",WATERLOO,Food Safety,21-Feb-2020,,-
CANADIAN TIRE GAS BAR,"#239 FOUNTAIN ST S,  CAMBRIDGE ON N3H 1J2",CAMBRIDGE,Food Safety,13-Aug-2019,1,-
CANADIAN TIRE GAS BAR,"#684 Hespeler RD,  CAMBRIDGE ON N3H 4R7",CAMBRIDGE,Food Safety,08-Jan-2020,,-
CANADIAN TIRE GAS BAR,"#2905 King St E,  KITCHENER ON N2A 1A6",KITCHENER,Food Safety,02-Feb-2021,,-
CANADIAN TIRE GAS BAR,"#11 DUNDAS ST N,  CAMBRIDGE ON N1R 5N6",CAMBRIDGE,Food Safety,-,,-
CANADIAN TIRE GAS BAR,"#650 Erb ST W,  WATERLOO ON N2T 2Z7",WATERLOO,Food Safety,23-Jan-2020,1,-
CANADIAN TIRE GAS BAR,"#400 WEBER ST N,  WATERLOO ON N2J 3T3",WATERLOO,Food Safety,06-Jan-2020,,-
CANADIAN TIRE GAS BAR,"#1080 VICTORIA ST N,  KITCHENER ON N2B 3C4",KITCHENER,Food Safety,06-Jan-2020,,-
CANADIAN TIRE -GAS BAR,"#1400 OTTAWA ST S,  KITCHENER ON N2E 4E2",KITCHENER,Food Safety,14-Feb-2020,1,-
CANDY CORNER CONVENIECE,"#153 COUNTRY HILL DR.,  KITCHENER ON N2E 2G7",KITCHENER,Food Safety,07-Jul-2020,2,-
CAPRI PIZZA,"#100 DUNDAS ST S,  CAMBRIDGE ON N1R 5S2",CAMBRIDGE,Food Safety,05-Feb-2021,,-
CAPTAIN GEORGE'S,"#-175 Beverly st,  Cambridge ON N1R 7Y9",AYR,Food Safety,26-Aug-2020,2,-
CARIBBEAN CATERING AND BAKERY,"#3-70 Dumart Pl,  Kitchener ON N2K 3C7",KITCHENER,Food Safety,01-Oct-2019,,-
CARIBBEAN CATERING AND BAKERY - BIG JERK FOOD TRUCK,"#3-70 Dumart Pl,  KITCHENER ON N2K 3C7",KITCHENER,Food Safety,06-Aug-2020,,-
CARIBBEAN CATERING AND BAKERY - JERK MOBILE TRAILER,"#3-70 Dumart Pl,  Kitchener ON N2K 3C7",KITCHENER,Food Safety,07-Mar-2019,,-
